Title,Fuel,Price,Engine,Location,Transmission,Range,Description
suzuki s-presso (2022),Bensin,Rp 115.000.000,<1.000 cc,"Pesanggrahan, Jakarta Selatan",Automatic,50.000-55.000 Km,"Deskripsi 2022 Suzuki S Presso AT AGS Dp 12 Jt Harga Khusus Paket Kredit 115 Jt Dp 12 Jt Angsuran 3.456.000 X 47 (4 th) Angsuran 3.116.000 X 59 (5 th) ** Harga Tunai/ Cash 123Jt ** **Pembelian melalui Syariah, KKB, COP, Dp diluar paket diatas mengikuti harga Cash / Tunai** - No Pol B Ganjil , Reg Jakarta Barat - Pajak 08/2026 Panjang - NIK 2022 - Km 53.xxx Service Record - Tangan ke 1 - Buku Service dan Manual lengkap - Start-Stop Engine - Keyless Entry - Kunci lengkap 2 set - Abs+EBD - Airbags - Transmisi AGS ( Automatic Gear Shift) - 7"" Inch Head unit Touch Screen Bluetooth - EBD (Electronic Brake Distribution) - 1.0L Petrol Engine, K10 C - Terbukti Irit BBM Showroom RMK Used Car - Suzuki Auto Value Roxy Jl. KH Hasyim Ashari no 11 Jakarta Pusat Seberang SPBU Shell - Roxy"
mazda cx-5 (2021),Bensin,Rp 360.000.000,>2.000 - 3.000 cc,"Cilandak, Jakarta Selatan",Automatic,55.000-60.000 Km,Deskripsi Merek mobil: Mazda Tahun pembuatan: 2021 Model mobil: CX-5 Varian mobil: mobil-bekas-mazda-cx-5-2.5-grand-touring-bensin-at-AT Jenis bahan bakar mobil: Bensin Tangan 1 Perawatan Mazda Bintaro (service record lengkap) Jarak tempuh mobil: 60.000 Warna mobil: Hitam Transmisi mobil: Otomatis Tipe penjual: Individual
mitsubishi colt (2022),Diesel,Rp 389.900.000,>3.000 cc,"Pesanggrahan, Jakarta Selatan",Manual,65.000-70.000 Km,"Deskripsi Mitsubishi Colt Diesel FE 74 Long / 125PS / 6R (Power Steering) + Box Besi Jumbo tahun 2022 - kondisi terawat, siap pakai - km 71.200 - Ukuran Box : P 5,7m ; T 2,1m ; L 2,1m OTR : 390jt (harga OTR Cash atau Kredit sama) ~ Tenor 3 tahun, total DP : 100jt, angs : 11,7jt x 35bln ~ Tenor 4 tahun, total DP : 98jt, angs : 9,9jt x 47bln Note : bisa DP rendah, hubungi kami untuk detailnya SATRIA MOBIL Jl. Ciledug Raya 17, Pertukangan Selatan Pesanggrahan Jakarta Selatan call us for the best price 9498"
mitsubishi colt fe (2022),Diesel,Rp 389.900.000,>3.000 cc,"Pesanggrahan, Jakarta Selatan",Manual,65.000-70.000 Km,"Deskripsi Mitsubishi Colt Diesel FE 74 Long / 125PS / 6R (Power Steering) + Box Besi Jumbo tahun 2022 - kondisi terawat, siap pakai - km 71.200 - Ukuran Box : P 5,7m ; T 2,1m ; L 2,1m OTR : 390jt (harga OTR Cash atau Kredit sama) ~ Tenor 3 tahun, total DP : 100jt, angs : 11,7jt x 35bln ~ Tenor 4 tahun, total DP : 98jt, angs : 9,9jt x 47bln Note : bisa DP rendah, hubungi kami untuk detailnya SATRIA MOBIL Jl. Ciledug Raya 17, Pertukangan Selatan Pesanggrahan Jakarta Selatan call us for the best price 9498"
mitsubishi fe74 (2022),Diesel,Rp 389.900.000,>3.000 cc,"Pesanggrahan, Jakarta Selatan",Manual,65.000-70.000 Km,"Deskripsi Mitsubishi Colt Diesel FE 74 Long / 125PS / 6R (Power Steering) + Box Besi Jumbo tahun 2022 - kondisi terawat, siap pakai - km 71.200 - Ukuran Box : P 5,7m ; T 2,1m ; L 2,1m OTR : 390jt (harga OTR Cash atau Kredit sama) ~ Tenor 3 tahun, total DP : 100jt, angs : 11,7jt x 35bln ~ Tenor 4 tahun, total DP : 98jt, angs : 9,9jt x 47bln Note : bisa DP rendah, hubungi kami untuk detailnya SATRIA MOBIL Jl. Ciledug Raya 17, Pertukangan Selatan Pesanggrahan Jakarta Selatan call us for the best price 9498"
jeep rubicon (2023),Bensin,Rp 1.950.000.000,>1.500 - 2.000 cc,"Pasar Minggu, Jakarta Selatan",Automatic,5.000-10.000 Km,"Deskripsi Jeep Rubicon JL Nik 2023 KM Low Pajak panjang Unit Istimewa Silakan di kepoin saja, Nego"
chevrolet trax (2015),Bensin,Rp 115.000.000,>1.500 - 2.000 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,85.000-90.000 Km,"Deskripsi CHEVROLET TRAX LTZ 1.4 TURBO AT Spesifikasi Kendaraan : - Th 2015 (nik 2015) - Coklat - Pjk 3 - 2026 - Km 89 rb - Plat Genap - Bensin Harga Cash : Call / WA Harga Khusus Kredit : 115 JT Paket A Tdp 28jt,ang 3.450x47 Tdp 28jt ang 3.050x59 Kredit Normal 20% tdp 46.1jt,ang 2.930x47 tdp 46.8jt,ang 2.590x59 LULUS INSPEKSI BY OTOSPEKTOR GARANSI MESIN DAN TRANSMISI 1 TAHUN (KHUSUS KREDIT) GRATIS LAYANAN BANTUAN 24 JAM DISELURUH INDONESIA TIDAK BEKAS TABRAKAN TIDAK BEKAS BANJIR JAMINAN KEASLIAN SURAT (STNK,FAKTUR,BPKB) *Syarat & ketentuan Berlaku DATA LUAR KOTA BISA DI BANTU BERDOMISILI JABODETABEK TERIMA TUKAR TAMBAH DENGAN MOBIL LAMA ANDA DENGAN HARGA TERBAIK MUTASI & BALIK NAMA DI BANTU SAMPAI SELESAI Visit Us At : Mega Glodok Kemayoran Lt 3 Blok S 50  Jakarta Pusat Buka Setiap Hari : 10.00-18.00"
suzuki baleno (2024),Bensin,Rp 215.000.000,>1.000 - 1.500 cc,"Mampang Prapatan, Jakarta Selatan",Automatic,15.000-20.000 Km,"Deskripsi FOR SALE Suzuki All New Baleno 1.5 AT Merah Camera360 NIK 2024 KM15RB Record AUTHORIZED !! - BELI MOBIL BEKAS TANPA KHAWATIR CUMA DI BELANJAMOBIL! Kami Berikan Garansi Langsung 1 Tahun GRATIS! Jaminan Garansi Meliputi : 1. Mesin 2. Transmisi 3. ⁠AC 4. ⁠Kaki-kaki 5. ⁠Sistem Pengereman 6. ⁠Layanan ERA (Emergency Road Asistance, Towing darurat) Bonus! Free Detailing (pembersihan) 2x (1 tahun) -UNIT 100% BEBAS TABRAK DAN BEBAS BANJIR (garansi uang kembali) -Dokumen ABSAH ⁠Focus Motor / Belanja Mobil sudah hadir di Indonesia sejak 25 tahun. Prioritas kami adalah menjaga kepuasan customer dan berkomitmen untuk menghadirkan mobil bekas terbaik untuk konsumen. - OTR KREDIT 215JT OTR CASH BY CALL Bunga Premium TDP 56,719,498 Angs 5,620,000 x47 TDP 50,759,230 Angs 4,940,000 x59 DP Minim Tdp 43jt Angs 6,003,000 x47 tlo Tdp 39jt Angs 5,280,500 x59 tlo UNTUK REQUEST DP / HITUNGAN LAIN, SILAHKAN HUBUNGI KAMI Harga kredit tertera adalah harga minimal kredit dengan tenor 4 & 5 tahun, diluar itu mengikuti harga Cash (karena kami mensubsidi refund bunga kepada anda) - Spesifikasi : #Engine 1.5 Auto ECO Mode #Pajak Bulan 7-2026 #Tangan1daribaruPribadi - Keyless Start Engine - AC Digital - Cruisecontrol & Audiosteer - Electric Retract Mirror - Headup Display HUD, Auto Day Night Mirror, Headunit Apple Carplay Android Auto, Camera360 - Headlamp DRL, Foglamp, Sensorparking, Velg OEM - Buku Servis Manual Kunciserep LOKASI : Bursa Otomotif Mangga Dua Square, Focus Motor, Jakarta Utara. (3DI) (A)"
suzuki baleno (2024),Bensin,Rp 215.000.000,>1.000 - 1.500 cc,"Pancoran, Jakarta Selatan",Automatic,15.000-20.000 Km,"Deskripsi FOR SALE Suzuki All New Baleno 1.5 AT Merah Camera360 NIK 2024 KM15RB Record AUTHORIZED !! - BELI MOBIL BEKAS TANPA KHAWATIR CUMA DI BELANJAMOBIL! Kami Berikan Garansi Langsung 1 Tahun GRATIS! Jaminan Garansi Meliputi : 1. Mesin 2. Transmisi 3. ⁠AC 4. ⁠Kaki-kaki 5. ⁠Sistem Pengereman 6. ⁠Layanan ERA (Emergency Road Asistance, Towing darurat) Bonus! Free Detailing (pembersihan) 2x (1 tahun) -UNIT 100% BEBAS TABRAK DAN BEBAS BANJIR (garansi uang kembali) -Dokumen ABSAH ⁠Focus Motor / Belanja Mobil sudah hadir di Indonesia sejak 25 tahun. Prioritas kami adalah menjaga kepuasan customer dan berkomitmen untuk menghadirkan mobil bekas terbaik untuk konsumen. - OTR KREDIT 215JT OTR CASH BY CALL Bunga Premium TDP 56,719,498 Angs 5,620,000 x47 TDP 50,759,230 Angs 4,940,000 x59 DP Minim Tdp 43jt Angs 6,003,000 x47 tlo Tdp 39jt Angs 5,280,500 x59 tlo UNTUK REQUEST DP / HITUNGAN LAIN, SILAHKAN HUBUNGI KAMI Harga kredit tertera adalah harga minimal kredit dengan tenor 4 & 5 tahun, diluar itu mengikuti harga Cash (karena kami mensubsidi refund bunga kepada anda) - Spesifikasi : #Engine 1.5 Auto ECO Mode #Pajak Bulan 7-2026 #Tangan1daribaruPribadi - Keyless Start Engine - AC Digital - Cruisecontrol & Audiosteer - Electric Retract Mirror - Headup Display HUD, Auto Day Night Mirror, Headunit Apple Carplay Android Auto, Camera360 - Headlamp DRL, Foglamp, Sensorparking, Velg OEM - Buku Servis Manual Kunciserep LOKASI : Bursa Otomotif Mangga Dua Square, Focus Motor, Jakarta Utara. (3DI) (A)"
suzuki baleno (2024),Bensin,Rp 215.000.000,>1.000 - 1.500 cc,"Kebayoran Lama, Jakarta Selatan",Automatic,15.000-20.000 Km,"Deskripsi FOR SALE Suzuki All New Baleno 1.5 AT Merah Camera360 NIK 2024 KM15RB Record AUTHORIZED !! - BELI MOBIL BEKAS TANPA KHAWATIR CUMA DI BELANJAMOBIL! Kami Berikan Garansi Langsung 1 Tahun GRATIS! Jaminan Garansi Meliputi : 1. Mesin 2. Transmisi 3. ⁠AC 4. ⁠Kaki-kaki 5. ⁠Sistem Pengereman 6. ⁠Layanan ERA (Emergency Road Asistance, Towing darurat) Bonus! Free Detailing (pembersihan) 2x (1 tahun) -UNIT 100% BEBAS TABRAK DAN BEBAS BANJIR (garansi uang kembali) -Dokumen ABSAH ⁠Focus Motor / Belanja Mobil sudah hadir di Indonesia sejak 25 tahun. Prioritas kami adalah menjaga kepuasan customer dan berkomitmen untuk menghadirkan mobil bekas terbaik untuk konsumen. - OTR KREDIT 215JT OTR CASH BY CALL Bunga Premium TDP 56,719,498 Angs 5,620,000 x47 TDP 50,759,230 Angs 4,940,000 x59 DP Minim Tdp 43jt Angs 6,003,000 x47 tlo Tdp 39jt Angs 5,280,500 x59 tlo UNTUK REQUEST DP / HITUNGAN LAIN, SILAHKAN HUBUNGI KAMI Harga kredit tertera adalah harga minimal kredit dengan tenor 4 & 5 tahun, diluar itu mengikuti harga Cash (karena kami mensubsidi refund bunga kepada anda) - Spesifikasi : #Engine 1.5 Auto ECO Mode #Pajak Bulan 7-2026 #Tangan1daribaruPribadi - Keyless Start Engine - AC Digital - Cruisecontrol & Audiosteer - Electric Retract Mirror - Headup Display HUD, Auto Day Night Mirror, Headunit Apple Carplay Android Auto, Camera360 - Headlamp DRL, Foglamp, Sensorparking, Velg OEM - Buku Servis Manual Kunciserep LOKASI : Bursa Otomotif Mangga Dua Square, Focus Motor, Jakarta Utara. (3DI) (A)"
toyota camry (2020),Bensin,Rp 295.000.000,--,"Kebayoran Baru, Jakarta Selatan",Otomatis,70000 Km,Deskripsi Merek mobil: Toyota Tahun pembuatan: 2020 Model mobil: Camry Varian mobil: 2.4 V Bensin-AT Jenis bahan bakar mobil: Bensin Jarak tempuh mobil: 70000 Warna mobil: Hitam Transmisi mobil: Otomatis Tipe penjual: Dealer
toyota avanza (2015),Bensin,Rp 146.000.000,>1.000 - 1.500 cc,"Pesanggrahan, Jakarta Selatan",Automatic,85.000-90.000 Km,Deskripsi Merek mobil: Toyota Tahun pembuatan: 2015 Model mobil: Avanza Varian mobil: mobil-bekas-toyota-avanza-1.5-veloz-bensin-at-AT Jenis bahan bakar mobil: Bensin Jarak tempuh mobil: 90000 Warna mobil: Hitam Transmisi mobil: Otomatis Tipe penjual: Individual
toyota nav1 (2013),Bensin,Rp 133.000.000,>1.500 - 2.000 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,115.000-120.000 Km,"Deskripsi Toyota NAV1 2.0 V AT 2013 Harga CASH : Rp 148.000.000,- OTR Kredit : Rp 133.000.000,- Supported by CIMB NIAGA FINANCE : TDP : Rp 15.000.000,- Cicilan 59 x Rp 3.688.000,- TDP : Rp 20.000.000,- Cicilan 47 x Rp 4.180.000,- Spesifikasi Exterior : - Headlamp Projector - Fog Lamp - Grill Chrome - Smart Entry - Turn Signal Lamp - Parking Sensor - Rear Defogger - LED Stop Lamp - Velg alloy Ring 15 Spesifikasi Interior : - Start / Stop engine - SRS Airbag - TV Roof Multimedia - AC Digital Climate Control Triple Zone - Android Head Unit - Rear Camera Parking - Leather seats 7 seater - Captain Seats - Audio Support USB. AUX. Bluetooth. - Electric and Retractable Mirror KM 125.xxx Plat B DKI Jakarta (genap) Pajak 01/2026"
honda accord (2020),Bensin,Rp 342.000.000,>1.000 - 1.500 cc,"Cilandak, Jakarta Selatan",Automatic,70.000-75.000 Km,"Deskripsi ""Honda Accord 1.5 Bensin-AT 2020 . Khusus Harga Kredit : Rp 342,000,000 Khusus Harga Cash : Rp 360,000,000 TDP : Hubungi Kami Angsuran 4 tahun : Hubungi Kami Angsuran 5 tahun : Hubungi Kami . Nikmati Promo di OLXmobbi - Jual - Beli - Tukar Tambah Tenor panjang cicilan pasti ringan dan dapatkan saldo digital hingga 1.500.000! Dapatkan juga TDP terendah dan Promo Trade In Suka-Suka (Terima Mobil merek dan Tahun Apapun Tanpa Syarat) *S&K berlaku . Keunggulan Unit : - Astra Certified - Bebas Tabrak - Bebas Banjir - Kilometer Tidak Putaran . Berikut Spesifikasi : - Dokumen Lengkap a/n : Perorangan - Odometer : 71,536 km - Transmisi : AT - Pajak : 01-Nov-2024 - Plat : Ganjil - KN : SAQ . Mohon lakukan pembayaran melalui no rekening berikut untuk booking fee / pelunasan: 120/00/0757779/9 An. SERASI MITRA MOBIL TDP promo hanya berlaku jika: - BI checking Bersih (tidak pernah ada keterlambatan pembayaran) - Rumah Milik Pribadi - Pemasukan/Gaji = 3x Angsuran * Bisa dibantu Rumah Kontrak dan BI checking bermasalah dengan TDP 30%* (S&K Berlaku) . Mengapa Anda harus membeli mobil di OLXmobbi? - Garansi Mesin hingga 1 tahun - Gratis Biaya Jasa Perawatan - 7 Hari Jaminan Uang Kembali - Test Drive dari Rumah - Ada 2.000+ pilihan mobil bekas berkualitas, lulus inspeksi dan tersertifikasi . Utami - Sales Executive Ahlinya Mobil Bekas Berkualitas Mobil Lulus Inspeksi dan Bergaransi"""
toyota raize (2022),Bensin,Rp 209.000.000,<1.000 cc,"Cilandak, Jakarta Selatan",Automatic,60.000-65.000 Km,"Deskripsi ""Toyota Raize 1.0 GR Sport Bensin-AT . Khusus Harga Kredit : Rp 209,000,000 Khusus Harga Cash : Rp 219,000,000 TDP : Rp Call Me for Info Angsuran 4 tahun : Rp Call Me for Info Angsuran 5 tahun : Rp Call Me for Info . Nikmati Promo di OLXmobbi - Jual - Beli - Tukar Tambah Tenor panjang cicilan pasti ringan dan dapatkan saldo digital hingga 1.500.000! Dapatkan juga TDP terendah dan Promo Trade In Suka-Suka (Terima Mobil merek dan Tahun Apapun Tanpa Syarat) *S&K berlaku . Keunggulan Unit : - Astra Certified - Bebas Tabrak - Bebas Banjir - Kilometer Tidak Putaran . Berikut Spesifikasi : - Dokumen Lengkap a/n : Perorangan - Odometer : 78,458 km - Transmisi : AT - Pajak : 01-May-2025 - Plat : Ganjil/Genap - KN : CBRUB . Mohon lakukan pembayaran melalui no rekening berikut untuk booking fee / pelunasan: 120/00/0757779/9 An. SERASI MITRA MOBIL TDP promo hanya berlaku jika: - BI checking Bersih (tidak pernah ada keterlambatan pembayaran) - Rumah Milik Pribadi - Pemasukan/Gaji = 3x Angsuran * Bisa dibantu Rumah Kontrak dan BI checking bermasalah dengan TDP 30%* (S&K Berlaku) . Mengapa Anda harus membeli mobil di OLXmobbi? - Garansi Mesin hingga 1 tahun - Gratis Biaya Jasa Perawatan - 7 Hari Jaminan Uang Kembali - Test Drive dari Rumah - Ada 2.000+ pilihan mobil bekas berkualitas, lulus inspeksi dan tersertifikasi . Ahmad Zuhair - Sales Executive Ahlinya Mobil Bekas Berkualitas Mobil Lulus Inspeksi dan Bergaransi"""
mitsubishi xpander (2022),Bensin,Rp 252.000.000,>1.000 - 1.500 cc,"Cilandak, Jakarta Selatan",Automatic,20.000-25.000 Km,"Deskripsi ""Mitsubishi Xpander 1.5 Cross Premium Package Bensin-AT 2022 OTOMATIS Putih . Khusus Harga Kredit : Rp 252,000,000 Khusus Harga Cash : Rp 262,000,000 . Nikmati Promo di OLXmobbi - Jual - Beli - Tukar Tambah Tenor panjang cicilan pasti ringan dan dapatkan saldo digital hingga 1.750.000! Dapatkan juga TDP terendah Dan Promo Trade In Suka- Suka (Terima Mobil merek dan Tahun Apapun Tanpa Syarat) *S&K berlaku . Keunggulan Unit : - Astra Certified - Bebas Tabrak - Bebas Banjir - Kilometer Tidak Putaran . Berikut Spesiffikasi - Dokumen Lengkap a/n : Perorangan - Odometer : 22,254 km - Transmisi : OTOMATIS - Pajak : August 2025 - Plat : Ganjil - Warna : Putih - KN : UZY . Mohon lakukan pembayaran melalui no rekening berikut untuk booking fee / pelunasan: 120/00/0757779/9 An. SERASI MITRA MOBIL TDP promo hanya berlaku jika: - BI checking Bersih (tidak pernah ada keterlambatan pembayaran) - Rumah Milik Pribadi - Pemasukan/Gaji = 3x Angsuran * Bisa dibantu Rumah Kontrak dan BI checking bermasalah dengan TDP 30%* (S&K Berlaku) . Mengapa Anda harus membeli mobil di OLXmobbi? - Garansi Mesin hingga 1 tahun - Gratis Biaya Jasa Perawatan - Jaminan 7 hari jaminan uang kembali - Test Drive dari Rumah, - Ada 2.000+ pilihan mobil bekas Mobil Bekas Berkualitas, Mobil lulus inspeksi dan tersertifikasi . Kunjungi Kami Di : Olx Mobbi Arteri Cilandak . Daniel Nugroho - Sales Executive Ahlinya Mobil Bekas Berkualitas Mobil Lulus Inspeksi dan Bergaransi"""
mazda cx-5 (2018),Bensin,Rp 271.000.000,>2.000 - 3.000 cc,"Cilandak, Jakarta Selatan",Automatic,95.000-100.000 Km,"Deskripsi ""Mazda CX-5 2.5 . Khusus Harga Kredit : Rp 271,000,000 Khusus Harga Cash : Rp 281,000,000 TDP : Rp Call Me for Info Angsuran 4 tahun : Rp Call Me for Info Angsuran 5 tahun : Rp Call Me for Info . Nikmati Promo di OLXmobbi - Jual - Beli - Tukar Tambah Tenor panjang cicilan pasti ringan dan dapatkan saldo digital hingga 1.500.000! Dapatkan juga TDP terendah dan Promo Trade In Suka-Suka (Terima Mobil merek dan Tahun Apapun Tanpa Syarat) *S&K berlaku . Keunggulan Unit : - Astra Certified - Bebas Tabrak - Bebas Banjir - Kilometer Tidak Putaran . Berikut Spesifikasi : - Dokumen Lengkap a/n : Perorangan - Odometer : 113,580 km - Transmisi : AT - Pajak : 31-Mar-2026 - Plat : Ganjil/Genap - KN : CFNFF . Mohon lakukan pembayaran melalui no rekening berikut untuk booking fee / pelunasan: 120/00/0757779/9 An. SERASI MITRA MOBIL TDP promo hanya berlaku jika: - BI checking Bersih (tidak pernah ada keterlambatan pembayaran) - Rumah Milik Pribadi - Pemasukan/Gaji = 3x Angsuran * Bisa dibantu Rumah Kontrak dan BI checking bermasalah dengan TDP 30%* (S&K Berlaku) . Mengapa Anda harus membeli mobil di OLXmobbi? - Garansi Mesin hingga 1 tahun - Gratis Biaya Jasa Perawatan - 7 Hari Jaminan Uang Kembali - Test Drive dari Rumah - Ada 2.000+ pilihan mobil bekas berkualitas, lulus inspeksi dan tersertifikasi . Utami Widiyastuti - Sales Executive Ahlinya Mobil Bekas Berkualitas Mobil Lulus Inspeksi dan Bergaransi"""
toyota camry (2014),Bensin,Rp 146.000.000,>2.000 - 3.000 cc,"Cilandak, Jakarta Selatan",Automatic,145.000-150.000 Km,"Deskripsi ""Toyota Camry 2.5 G Bensin-AT 2014 . Khusus Harga Kredit : Rp 146,000,000 Khusus Harga Cash : Rp 153,000,000 TDP : Hubungi Kami Angsuran 4 tahun : Hubungi Kami Angsuran 5 tahun : Hubungi Kami . Nikmati Promo di OLXmobbi - Jual - Beli - Tukar Tambah Tenor panjang cicilan pasti ringan dan dapatkan saldo digital hingga 1.500.000! Dapatkan juga TDP terendah dan Promo Trade In Suka-Suka (Terima Mobil merek dan Tahun Apapun Tanpa Syarat) *S&K berlaku . Keunggulan Unit : - Astra Certified - Bebas Tabrak - Bebas Banjir - Kilometer Tidak Putaran . Berikut Spesifikasi : - Dokumen Lengkap a/n : Perorangan - Odometer : 147,181 km - Transmisi : AT - Pajak : 01-Dec-2025 - Plat : Ganjil - KN : TAF . Mohon lakukan pembayaran melalui no rekening berikut untuk booking fee / pelunasan: 120/00/0757779/9 An. SERASI MITRA MOBIL TDP promo hanya berlaku jika: - BI checking Bersih (tidak pernah ada keterlambatan pembayaran) - Rumah Milik Pribadi - Pemasukan/Gaji = 3x Angsuran * Bisa dibantu Rumah Kontrak dan BI checking bermasalah dengan TDP 30%* (S&K Berlaku) . Mengapa Anda harus membeli mobil di OLXmobbi? - Garansi Mesin hingga 1 tahun - Gratis Biaya Jasa Perawatan - 7 Hari Jaminan Uang Kembali - Test Drive dari Rumah - Ada 2.000+ pilihan mobil bekas berkualitas, lulus inspeksi dan tersertifikasi . Aprilia - Sales Executive Ahlinya Mobil Bekas Berkualitas Mobil Lulus Inspeksi dan Bergaransi"""
mazda cx-5 (2022),Bensin,Rp 420.000.000,>2.000 - 3.000 cc,"Kebayoran Baru, Jakarta Selatan",Automatic,25.000-30.000 Km,"Deskripsi MAZDA CX-5 ELITE 2O22 HITAM SUPER ISTIMEWA RASA BARU. ●Kenapa Harus Membeli Mobil ini : - MOBIL FULL ORIGINAL LUAR+DALAM (Body 1OO% Original Paint/Nol Spet) - KM.28.RB GARANSI 1OO% ASLI. (Full Service Record Mazda,Garansi Money Back Warranty) - GARANSI MESIN + TRANSMISI 1.TAHUN (All Type Pembelian di Dealer Kami) - PAJAK PANJANG JUNI 2O26 NOPOL B (Pajak Panjang Juragan) - INTERIOR SUPER RAPI TERAWAT (NO Scratches,Bekas Rokok,Atau Bocel) - KAKI"" SENYAP,MESIN,AC,TRANSMISI GARANSI AMAN (Masih Full Coverage Warranty Mazda) - BUKU SERVICE + KUNCI CADANGAN LENGKAP. - 100% Bebas Banjir/Tabrak (BERGARANSI AMAN) - Mobil Bekas Bergaransi Hanya disini ●Harga Spesial Khusus Kredit Paket 4+5+6 Tahun : •OTR Rp.42O.OOO.OOO,- ●Diluar Dp Paket OTR Menyesuaikan ●Harga Cash Berbeda : By Call Only ●Paket Kredit Via BCA Finance •TDP. Rp.7O.OOO.OOO,-NEGO HALUS •Angsuran Rp.1O.879.7OO x 47 bulan •Angsuran Rp.  9.313.1OO x 59 bulan •Angsuran Rp.  9.11O.OOO x 71 bulan Asuransi TLO FREE LAYANAN ERA EMERGENCY 1 TAHUN GARANSI MESIN + TRANSMISI 1 TH ●Harga Cash : Nego Ditempat Sampai Deal Juragan ●Harga Masih Bisa Nego Setelah Lihat Unit di Showroom Kami ●Disarankan Datang,Nego Sampai Deal,Bonus Ngopi Gratis Juragan/Bosku ●BELI MOBIL BEKAS BERKWALITAS DISINI Semua Mobil Kita Bergaransi Money Back Warranty : • Mobil Bukan Ex-Tabrak/Banjir • Odometer Garansi ASLI • Bukan Bekas Rental/Lelang • Surat-surat Asli Tidak Bermasalah ●Spesifikasi Kendaraan : • Warna Hitam • Camera 36O° • Head Lamp Adaptif LED • Head Lamp Auto Leveling - Auto Lightning • LED Fog Lamp • HUD • Blind Spot Monitoring • Head unit Layar MZD Connect (Support DVD & Navigasi) • Audio PREMIUM BOSE • Rear Cross Traffic Alert (RCTA) • Lane Departure Warning System (LDWS) • Lane Keep Assist (LKA) • Driver Attention Alert (DAA) • Smart City Brake Support (SCBS) • Daytime Running Light • Shark Finn Antena • Rear Camera Parking • Sunroof NORMAL • Tilt Steering + Telescoptic • Electric Seat With Memory Seat 2 Level • Ac Digital Climate Control + Dual Zone • Keyless + Start Stop Engine Buton • Rain Sensor (Wiper Otomatis Menyala Saat Hujan) • SRS Air Bag • Spion Retractable + Electric Mirror • Electric Parking Brake With Auto Hold • Power Back Door (PBD) • Kunci Cadangan LENGKAP • Buku Service KOMPLIT • Jok Full Black Leather Seat (SUPER BERSIH LIKE NEW) • Transmisi Automatic Smooth ABIS • AC Dingin Ga Pake Alasan Ini Itu (GARANSI AMAN) • Ban 4Pcs 85% TOYO PROXES (Ban Cadangan BELUM TURUN) • Mesin 2.5L Skyactive-G Irit & Powerfull • Irit BBM 1 : 14 KM / Liter • Pajak Bulan Juni 2O26 Nopol B • Mobil Fresh Tidak ada Masalah • Barang Istimewa Terawat • Ready to use • Transmisi Garansi Tidak Ada Masalah • Interior Full Original • Mesin Kering No Rembes • Exterior Mulus Abis • Lihat Pasti Jatuh Cinta Silahkan Hubungi : Wawan Call/WA 24 Jam ●Kalau Telvon Tidak Terangkat,Boleh WA Ya Juragan,Kadang Sedang dijalan,Jangan Inbox Via OLX Ya Gan,WA atau Telvon langsung aja Gan,Konsultasi Bebas Sekalian Nambah Temen ""KING'S AUTO SUMARECON SERPONG"" Bursa Mobil Sumarecon Serpong Blok F3+F5 Gading Serpong Tangerang (Sebrang Rs.Bethsaida Gading Serpong Tangerang) Terimakasih OLX"
